entity,entity_type,state_code,year,metric,value,unit
REC Limited,CPSE,KL,2012,Gross Turnover,684597.6,INR Cr
REC Limited,Institution,UP,2012,Net Profit,90934.41,INR Lakh Cr
REC Limited,CPSE,MH,2012,Dividend,699568.25,%
REC Limited,Bank,BR,2012,Credit Deployed,192034.63,INR Lakh Cr
REC Limited,Institution,UP,2012,GNPA Ratio,375880.93,%
REC Limited,Institution,PB,2012,Recovery Rate,604234.49,%
REC Limited,CPSE,KL,2013,Gross Turnover,147961.77,INR Lakh Cr
REC Limited,CPSE,AP,2013,Net Profit,23677.69,INR Cr
REC Limited,Bank,UP,2013,Dividend,153145.68,INR Cr
REC Limited,Institution,GJ,2013,Credit Deployed,441406.91,INR Lakh Cr
REC Limited,Institution,MH,2013,GNPA Ratio,113741.86,INR Lakh Cr
REC Limited,CPSE,UP,2013,Recovery Rate,250718.37,INR Lakh Cr
REC Limited,Institution,BR,2014,Gross Turnover,730785.22,INR Lakh Cr
REC Limited,CPSE,OD,2014,Net Profit,392269.17,%
REC Limited,Institution,KA,2014,Dividend,105349.39,%
REC Limited,CPSE,TN,2014,Credit Deployed,601365.91,INR Cr
REC Limited,CPSE,MH,2014,GNPA Ratio,564804.15,INR Lakh Cr
REC Limited,Institution,TG,2014,Recovery Rate,113899.51,INR Cr
REC Limited,CPSE,TN,2015,Gross Turnover,443411.97,INR Lakh Cr
REC Limited,Institution,TG,2015,Net Profit,496949.22,INR Lakh Cr
REC Limited,Bank,KA,2015,Dividend,469746.25,INR Lakh Cr
REC Limited,CPSE,GJ,2015,Credit Deployed,361762.71,%
REC Limited,Bank,PB,2015,GNPA Ratio,558263.58,INR Cr
REC Limited,CPSE,HR,2015,Recovery Rate,321524.2,%
REC Limited,Institution,OD,2016,Gross Turnover,564589.1,INR Lakh Cr
REC Limited,Institution,MH,2016,Net Profit,123058.68,%
REC Limited,CPSE,OD,2016,Dividend,352314.93,INR Cr
REC Limited,CPSE,TN,2016,Credit Deployed,369636.25,%
REC Limited,Bank,PB,2016,GNPA Ratio,701966.61,INR Cr
REC Limited,Institution,GJ,2016,Recovery Rate,263204.7,INR Lakh Cr
REC Limited,CPSE,AP,2017,Gross Turnover,317078.6,INR Cr
REC Limited,Bank,KL,2017,Net Profit,217742.54,INR Cr
REC Limited,Bank,KL,2017,Dividend,659211.84,%
REC Limited,Bank,TG,2017,Credit Deployed,893017.8,INR Cr
REC Limited,Bank,KA,2017,GNPA Ratio,473026.18,INR Cr
REC Limited,Institution,AP,2017,Recovery Rate,620842.07,INR Lakh Cr
REC Limited,Bank,RJ,2018,Gross Turnover,192852.49,%
REC Limited,Institution,WB,2018,Net Profit,94295.24,INR Lakh Cr
REC Limited,Institution,MP,2018,Dividend,735393.75,INR Lakh Cr
REC Limited,Bank,WB,2018,Credit Deployed,11490.7,INR Lakh Cr
REC Limited,CPSE,HR,2018,GNPA Ratio,180753.87,INR Cr
REC Limited,CPSE,GJ,2018,Recovery Rate,573656.87,%
REC Limited,CPSE,WB,2019,Gross Turnover,604363.91,INR Cr
REC Limited,Institution,MP,2019,Net Profit,504159.1,%
REC Limited,Institution,HR,2019,Dividend,299713.54,%
REC Limited,Institution,OD,2019,Credit Deployed,735673.04,INR Cr
REC Limited,Bank,UP,2019,GNPA Ratio,30767.69,INR Lakh Cr
REC Limited,Institution,WB,2019,Recovery Rate,620734.48,INR Lakh Cr
REC Limited,Bank,WB,2020,Gross Turnover,385960.83,INR Lakh Cr
REC Limited,Bank,MP,2020,Net Profit,882423.91,%
REC Limited,CPSE,HR,2020,Dividend,289879.3,INR Lakh Cr
REC Limited,CPSE,GJ,2020,Credit Deployed,474508.11,INR Cr
REC Limited,Bank,OD,2020,GNPA Ratio,304680.59,INR Lakh Cr
REC Limited,Institution,MP,2020,Recovery Rate,784680.9,INR Cr
REC Limited,CPSE,MH,2021,Gross Turnover,887772.75,INR Lakh Cr
REC Limited,Institution,RJ,2021,Net Profit,25074.52,INR Lakh Cr
REC Limited,Bank,RJ,2021,Dividend,747622.34,INR Cr
REC Limited,CPSE,OD,2021,Credit Deployed,746265.31,INR Cr
REC Limited,CPSE,TN,2021,GNPA Ratio,99444.16,INR Cr
REC Limited,Institution,MP,2021,Recovery Rate,553697.25,INR Cr
REC Limited,Bank,MP,2022,Gross Turnover,534902.62,%
REC Limited,Bank,MH,2022,Net Profit,762667.05,INR Lakh Cr
REC Limited,Institution,WB,2022,Dividend,378795.32,%
REC Limited,Bank,MH,2022,Credit Deployed,600844.87,INR Lakh Cr
REC Limited,Bank,KL,2022,GNPA Ratio,79214.54,INR Cr
REC Limited,CPSE,TG,2022,Recovery Rate,680214.56,INR Cr
REC Limited,Institution,PB,2023,Gross Turnover,836335.59,INR Cr
REC Limited,Institution,TN,2023,Net Profit,703373.0,%
REC Limited,CPSE,WB,2023,Dividend,501196.96,INR Cr
REC Limited,Bank,OD,2023,Credit Deployed,153125.59,INR Lakh Cr
REC Limited,Institution,MH,2023,GNPA Ratio,305289.7,INR Lakh Cr
REC Limited,Bank,MH,2023,Recovery Rate,766337.49,INR Lakh Cr
REC Limited,Bank,GJ,2024,Gross Turnover,706462.2,%
REC Limited,Institution,MP,2024,Net Profit,405488.38,INR Lakh Cr
REC Limited,CPSE,UP,2024,Dividend,697647.08,INR Cr
REC Limited,CPSE,UP,2024,Credit Deployed,662654.55,INR Lakh Cr
REC Limited,Bank,MP,2024,GNPA Ratio,494545.12,INR Cr
REC Limited,Institution,AP,2024,Recovery Rate,354586.11,INR Cr
REC Limited,CPSE,UP,2025,Gross Turnover,624463.91,INR Lakh Cr
REC Limited,CPSE,GJ,2025,Net Profit,335280.98,INR Cr
REC Limited,Institution,UP,2025,Dividend,583829.05,INR Lakh Cr
REC Limited,Institution,HR,2025,Credit Deployed,10260.59,%
REC Limited,Bank,TN,2025,GNPA Ratio,848349.31,INR Lakh Cr
REC Limited,CPSE,AP,2025,Recovery Rate,412797.58,INR Cr
LIC,Institution,OD,2005,Gross Turnover,502860.91,%
LIC,CPSE,KA,2005,Net Profit,711697.85,INR Cr
LIC,Bank,KA,2005,Dividend,37114.62,INR Cr
LIC,CPSE,UP,2005,Credit Deployed,766934.45,INR Lakh Cr
LIC,CPSE,AP,2005,GNPA Ratio,362084.56,INR Cr
LIC,Institution,KA,2005,Recovery Rate,521586.94,INR Lakh Cr
LIC,Bank,AP,2006,Gross Turnover,75517.33,INR Cr
LIC,CPSE,OD,2006,Net Profit,81111.37,INR Lakh Cr
LIC,Institution,MH,2006,Dividend,731637.44,INR Lakh Cr
LIC,Institution,GJ,2006,Credit Deployed,615507.18,%
LIC,Institution,WB,2006,GNPA Ratio,436498.21,%
LIC,Bank,MP,2006,Recovery Rate,343768.4,INR Lakh Cr
LIC,Bank,GJ,2007,Gross Turnover,112579.15,%
LIC,Bank,KL,2007,Net Profit,639191.76,INR Lakh Cr
LIC,Institution,UP,2007,Dividend,19574.74,INR Lakh Cr
LIC,CPSE,TG,2007,Credit Deployed,96716.82,INR Cr
LIC,Bank,OD,2007,GNPA Ratio,570686.41,INR Cr
LIC,Bank,RJ,2007,Recovery Rate,386769.01,INR Lakh Cr
LIC,Bank,WB,2008,Gross Turnover,597421.91,INR Lakh Cr
LIC,Bank,KA,2008,Net Profit,514192.3,INR Lakh Cr
LIC,Bank,RJ,2008,Dividend,737198.4,%
LIC,Institution,TG,2008,Credit Deployed,755789.85,%
LIC,Institution,AP,2008,GNPA Ratio,322012.86,INR Lakh Cr
LIC,Institution,PB,2008,Recovery Rate,266081.54,%
LIC,Institution,HR,2009,Gross Turnover,767401.01,%
LIC,Institution,MH,2009,Net Profit,228065.76,INR Cr
LIC,Institution,MP,2009,Dividend,118638.02,INR Lakh Cr
LIC,CPSE,MP,2009,Credit Deployed,463079.1,%
LIC,Bank,TN,2009,GNPA Ratio,333005.3,%
LIC,Bank,WB,2009,Recovery Rate,686959.04,%
LIC,CPSE,UP,2010,Gross Turnover,634943.54,INR Lakh Cr
LIC,CPSE,TG,2010,Net Profit,672971.61,%
LIC,Bank,OD,2010,Dividend,124417.5,INR Cr
LIC,Bank,KA,2010,Credit Deployed,722215.81,%
LIC,CPSE,RJ,2010,GNPA Ratio,389681.42,INR Lakh Cr
LIC,CPSE,MH,2010,Recovery Rate,541273.64,%
LIC,CPSE,UP,2011,Gross Turnover,405985.85,INR Cr
LIC,Institution,GJ,2011,Net Profit,467705.91,INR Lakh Cr
LIC,Bank,WB,2011,Dividend,142291.52,%
LIC,Bank,GJ,2011,Credit Deployed,121885.61,INR Lakh Cr
LIC,CPSE,OD,2011,GNPA Ratio,730109.39,INR Cr
LIC,CPSE,OD,2011,Recovery Rate,239055.86,INR Lakh Cr
LIC,CPSE,WB,2012,Gross Turnover,486030.87,%
LIC,CPSE,MP,2012,Net Profit,428094.77,INR Lakh Cr
LIC,Institution,MP,2012,Dividend,843988.73,%
LIC,Bank,OD,2012,Credit Deployed,421069.59,INR Cr
LIC,Institution,OD,2012,GNPA Ratio,864814.13,INR Lakh Cr
LIC,CPSE,MP,2012,Recovery Rate,374213.3,%
LIC,Bank,RJ,2013,Gross Turnover,845198.91,INR Cr
LIC,CPSE,KL,2013,Net Profit,671520.42,%
LIC,Bank,KL,2013,Dividend,227058.54,INR Cr
LIC,Institution,BR,2013,Credit Deployed,427576.33,INR Cr
LIC,Institution,TG,2013,GNPA Ratio,844884.73,INR Lakh Cr
LIC,Bank,BR,2013,Recovery Rate,865476.83,INR Lakh Cr
LIC,CPSE,RJ,2014,Gross Turnover,569644.16,%
LIC,Bank,UP,2014,Net Profit,56683.64,INR Lakh Cr
LIC,Bank,GJ,2014,Dividend,489127.45,INR Lakh Cr
LIC,Bank,KL,2014,Credit Deployed,446472.97,INR Cr
LIC,Institution,OD,2014,GNPA Ratio,839381.82,INR Cr
LIC,CPSE,AP,2014,Recovery Rate,216070.29,INR Lakh Cr
LIC,CPSE,MH,2015,Gross Turnover,574141.06,%
LIC,Bank,RJ,2015,Net Profit,197080.92,%
LIC,CPSE,BR,2015,Dividend,768555.08,%
LIC,CPSE,OD,2015,Credit Deployed,257071.08,%
LIC,Bank,KA,2015,GNPA Ratio,27273.6,INR Lakh Cr
LIC,Institution,AP,2015,Recovery Rate,246530.64,%
LIC,CPSE,BR,2016,Gross Turnover,531285.95,INR Cr
LIC,Institution,AP,2016,Net Profit,172352.15,INR Cr
LIC,Bank,BR,2016,Dividend,608530.85,INR Lakh Cr
LIC,CPSE,PB,2016,Credit Deployed,892601.07,INR Cr
LIC,CPSE,UP,2016,GNPA Ratio,858529.18,INR Cr
LIC,Institution,KL,2016,Recovery Rate,14088.81,INR Lakh Cr
LIC,CPSE,PB,2017,Gross Turnover,185429.29,INR Lakh Cr
LIC,Institution,PB,2017,Net Profit,513509.56,%
LIC,Institution,GJ,2017,Dividend,113458.63,INR Lakh Cr
LIC,Institution,AP,2017,Credit Deployed,68485.49,INR Lakh Cr
LIC,Institution,PB,2017,GNPA Ratio,834126.77,%
LIC,Bank,KA,2017,Recovery Rate,499384.68,INR Cr
LIC,CPSE,TN,2018,Gross Turnover,568243.38,%
LIC,Bank,RJ,2018,Net Profit,406286.19,INR Lakh Cr
LIC,Bank,OD,2018,Dividend,571085.09,INR Lakh Cr
LIC,Institution,KL,2018,Credit Deployed,478910.85,INR Lakh Cr
LIC,Institution,TN,2018,GNPA Ratio,451307.66,%
LIC,Bank,WB,2018,Recovery Rate,230487.02,INR Cr
LIC,Bank,TN,2019,Gross Turnover,110333.62,%
LIC,Institution,BR,2019,Net Profit,717767.69,INR Lakh Cr
LIC,Institution,WB,2019,Dividend,113840.97,INR Lakh Cr
LIC,CPSE,MH,2019,Credit Deployed,628775.04,INR Lakh Cr
LIC,CPSE,PB,2019,GNPA Ratio,823398.39,INR Cr
LIC,Bank,KA,2019,Recovery Rate,179450.74,INR Cr
LIC,Institution,RJ,2020,Gross Turnover,361661.7,%
LIC,Institution,HR,2020,Net Profit,273746.69,%
LIC,Bank,TN,2020,Dividend,681664.4,INR Lakh Cr
LIC,Institution,MP,2020,Credit Deployed,697374.81,INR Lakh Cr
LIC,Institution,OD,2020,GNPA Ratio,456242.04,%
LIC,Bank,HR,2020,Recovery Rate,160804.74,INR Cr
LIC,Institution,MP,2021,Gross Turnover,509911.94,INR Cr
LIC,Bank,PB,2021,Net Profit,197664.94,INR Cr
LIC,Institution,HR,2021,Dividend,202423.12,INR Lakh Cr
LIC,CPSE,RJ,2021,Credit Deployed,302555.44,INR Cr
LIC,Institution,KL,2021,GNPA Ratio,71819.41,INR Cr
LIC,Bank,KA,2021,Recovery Rate,649363.39,INR Cr
LIC,Bank,UP,2022,Gross Turnover,659073.37,INR Lakh Cr
LIC,Bank,HR,2022,Net Profit,199358.73,INR Cr
LIC,CPSE,PB,2022,Dividend,420563.95,INR Cr
LIC,CPSE,HR,2022,Credit Deployed,601643.07,INR Cr
LIC,CPSE,MH,2022,GNPA Ratio,721277.12,INR Cr
LIC,CPSE,HR,2022,Recovery Rate,232792.29,%
LIC,CPSE,PB,2023,Gross Turnover,125072.53,INR Lakh Cr
LIC,Bank,WB,2023,Net Profit,792602.81,%
LIC,Institution,KL,2023,Dividend,238386.98,INR Lakh Cr
LIC,Institution,AP,2023,Credit Deployed,331068.78,INR Cr
LIC,Institution,RJ,2023,GNPA Ratio,707179.59,%
LIC,CPSE,MP,2023,Recovery Rate,224896.09,%
LIC,Bank,TG,2024,Gross Turnover,890267.13,%
LIC,Institution,MH,2024,Net Profit,848071.42,INR Lakh Cr
LIC,Institution,GJ,2024,Dividend,160433.35,INR Lakh Cr
LIC,Institution,HR,2024,Credit Deployed,339407.01,INR Cr
LIC,Institution,MP,2024,GNPA Ratio,644831.47,INR Cr
LIC,CPSE,KA,2024,Recovery Rate,649890.48,INR Cr
LIC,Bank,TG,2025,Gross Turnover,625749.77,%
LIC,CPSE,MP,2025,Net Profit,759086.58,%
LIC,Bank,MP,2025,Dividend,543788.89,INR Cr
LIC,CPSE,KA,2025,Credit Deployed,356618.01,%
LIC,Institution,BR,2025,GNPA Ratio,205575.78,%
LIC,CPSE,BR,2025,Recovery Rate,70427.11,INR Lakh Cr
EPFO,CPSE,WB,2005,Gross Turnover,527311.98,INR Lakh Cr
EPFO,Bank,AP,2005,Net Profit,169766.58,%
EPFO,Institution,UP,2005,Dividend,377330.13,%
EPFO,Bank,HR,2005,Credit Deployed,728131.34,INR Cr
EPFO,Bank,WB,2005,GNPA Ratio,702709.13,INR Lakh Cr
EPFO,Institution,RJ,2005,Recovery Rate,786271.7,%
EPFO,Bank,WB,2006,Gross Turnover,625790.1,INR Lakh Cr
EPFO,Institution,TG,2006,Net Profit,51057.39,%
EPFO,CPSE,TN,2006,Dividend,270597.07,%
EPFO,Institution,AP,2006,Credit Deployed,553180.86,%
EPFO,Institution,RJ,2006,GNPA Ratio,731483.04,INR Cr
EPFO,Bank,TG,2006,Recovery Rate,494234.12,INR Cr
EPFO,Bank,KA,2007,Gross Turnover,647727.92,INR Cr
EPFO,Institution,RJ,2007,Net Profit,340234.18,INR Cr
EPFO,Bank,MP,2007,Dividend,485658.87,%
EPFO,Institution,BR,2007,Credit Deployed,162328.57,%
EPFO,Institution,AP,2007,GNPA Ratio,280922.33,INR Cr
EPFO,Bank,PB,2007,Recovery Rate,209053.71,INR Cr
EPFO,CPSE,GJ,2008,Gross Turnover,457570.29,INR Cr
EPFO,Bank,UP,2008,Net Profit,47387.37,INR Cr
EPFO,Bank,GJ,2008,Dividend,421027.49,INR Cr
EPFO,CPSE,TN,2008,Credit Deployed,693120.46,INR Lakh Cr
EPFO,Bank,MH,2008,GNPA Ratio,465719.73,INR Cr
EPFO,Institution,TG,2008,Recovery Rate,524702.8,INR Cr
EPFO,CPSE,PB,2009,Gross Turnover,27315.02,%
EPFO,CPSE,WB,2009,Net Profit,502840.71,INR Lakh Cr
EPFO,CPSE,TG,2009,Dividend,832197.17,%
EPFO,CPSE,UP,2009,Credit Deployed,261585.77,INR Cr
EPFO,CPSE,MH,2009,GNPA Ratio,653014.17,INR Lakh Cr
EPFO,Bank,PB,2009,Recovery Rate,347237.41,%
EPFO,Bank,GJ,2010,Gross Turnover,874950.24,INR Cr
EPFO,Institution,WB,2010,Net Profit,873516.29,INR Lakh Cr
EPFO,Bank,KA,2010,Dividend,135832.88,INR Cr
EPFO,Bank,MH,2010,Credit Deployed,394173.19,INR Cr
EPFO,Bank,UP,2010,GNPA Ratio,742675.39,%
EPFO,CPSE,AP,2010,Recovery Rate,307547.27,INR Lakh Cr
EPFO,Bank,KA,2011,Gross Turnover,403410.73,INR Lakh Cr
EPFO,CPSE,UP,2011,Net Profit,644009.39,INR Cr
EPFO,CPSE,OD,2011,Dividend,751777.46,INR Lakh Cr
EPFO,CPSE,RJ,2011,Credit Deployed,108908.58,INR Cr
EPFO,Institution,WB,2011,GNPA Ratio,826374.66,INR Cr
EPFO,Institution,TN,2011,Recovery Rate,70064.46,INR Lakh Cr
EPFO,CPSE,BR,2012,Gross Turnover,101025.84,INR Lakh Cr
EPFO,CPSE,OD,2012,Net Profit,677685.93,INR Lakh Cr
EPFO,Institution,HR,2012,Dividend,5078.13,%
EPFO,CPSE,RJ,2012,Credit Deployed,573901.26,%
EPFO,CPSE,OD,2012,GNPA Ratio,161269.92,%
EPFO,Bank,KA,2012,Recovery Rate,525505.0,INR Lakh Cr
EPFO,Bank,MP,2013,Gross Turnover,860418.18,INR Cr
EPFO,CPSE,MP,2013,Net Profit,662418.27,INR Lakh Cr
EPFO,CPSE,KA,2013,Dividend,855062.74,%
EPFO,Institution,PB,2013,Credit Deployed,548103.11,INR Lakh Cr
EPFO,Institution,KA,2013,GNPA Ratio,55487.08,%
EPFO,CPSE,HR,2013,Recovery Rate,274257.48,INR Cr
EPFO,CPSE,OD,2014,Gross Turnover,170123.66,INR Lakh Cr
EPFO,CPSE,TG,2014,Net Profit,476496.87,INR Lakh Cr
EPFO,Bank,OD,2014,Dividend,549358.38,%
EPFO,Institution,MH,2014,Credit Deployed,67280.57,INR Cr
EPFO,Bank,KA,2014,GNPA Ratio,321741.22,INR Lakh Cr
EPFO,Institution,BR,2014,Recovery Rate,840072.65,INR Cr
EPFO,CPSE,TN,2015,Gross Turnover,203132.95,INR Cr
EPFO,Institution,MP,2015,Net Profit,570822.44,%
EPFO,CPSE,GJ,2015,Dividend,64199.98,INR Cr
EPFO,Institution,KL,2015,Credit Deployed,311361.11,%
EPFO,Bank,TG,2015,GNPA Ratio,39692.55,INR Cr
EPFO,Institution,GJ,2015,Recovery Rate,30103.85,INR Lakh Cr
EPFO,Institution,HR,2016,Gross Turnover,633550.83,%
EPFO,Bank,TG,2016,Net Profit,573752.55,INR Lakh Cr
EPFO,CPSE,OD,2016,Dividend,578282.23,INR Lakh Cr
EPFO,Bank,KA,2016,Credit Deployed,707665.74,INR Lakh Cr
EPFO,Institution,KL,2016,GNPA Ratio,65053.82,%
EPFO,CPSE,PB,2016,Recovery Rate,341250.99,INR Lakh Cr
EPFO,CPSE,BR,2017,Gross Turnover,801896.93,INR Cr
EPFO,Institution,HR,2017,Net Profit,361946.72,%
EPFO,Institution,TG,2017,Dividend,185808.64,INR Lakh Cr
EPFO,Bank,BR,2017,Credit Deployed,646146.14,INR Cr
EPFO,Bank,BR,2017,GNPA Ratio,140991.07,INR Lakh Cr
EPFO,CPSE,MH,2017,Recovery Rate,303504.55,%
EPFO,CPSE,OD,2018,Gross Turnover,849410.56,INR Lakh Cr
EPFO,Institution,MH,2018,Net Profit,409519.34,INR Cr
EPFO,Bank,TG,2018,Dividend,115073.48,INR Lakh Cr
EPFO,CPSE,MH,2018,Credit Deployed,236639.19,INR Lakh Cr
EPFO,Bank,BR,2018,GNPA Ratio,57973.96,INR Lakh Cr
EPFO,Institution,OD,2018,Recovery Rate,818515.62,%
EPFO,CPSE,MH,2019,Gross Turnover,39523.71,INR Cr
EPFO,CPSE,KA,2019,Net Profit,745047.47,%
EPFO,Bank,GJ,2019,Dividend,663507.54,INR Cr
EPFO,CPSE,RJ,2019,Credit Deployed,363804.0,%
EPFO,Institution,MP,2019,GNPA Ratio,884419.59,INR Cr
EPFO,CPSE,PB,2019,Recovery Rate,261438.16,INR Lakh Cr
EPFO,CPSE,RJ,2020,Gross Turnover,171419.39,INR Cr
EPFO,Bank,HR,2020,Net Profit,423834.03,INR Cr
EPFO,CPSE,KA,2020,Dividend,347805.15,%
EPFO,Institution,PB,2020,Credit Deployed,384425.01,INR Cr
EPFO,Institution,KL,2020,GNPA Ratio,346929.54,%
EPFO,CPSE,TG,2020,Recovery Rate,95161.05,%
EPFO,CPSE,GJ,2021,Gross Turnover,248008.25,INR Cr
EPFO,Institution,MH,2021,Net Profit,16681.93,%
EPFO,Bank,TN,2021,Dividend,435238.91,INR Cr
EPFO,Bank,TG,2021,Credit Deployed,118954.28,INR Lakh Cr
EPFO,Bank,KA,2021,GNPA Ratio,374720.39,%
EPFO,CPSE,OD,2021,Recovery Rate,530855.06,INR Cr
EPFO,CPSE,GJ,2022,Gross Turnover,460173.11,INR Lakh Cr
EPFO,Bank,HR,2022,Net Profit,467508.71,INR Lakh Cr
EPFO,Institution,BR,2022,Dividend,811910.99,%
EPFO,Bank,TN,2022,Credit Deployed,735535.17,INR Cr
EPFO,CPSE,BR,2022,GNPA Ratio,783357.61,%
EPFO,CPSE,RJ,2022,Recovery Rate,274906.75,INR Lakh Cr
EPFO,Bank,OD,2023,Gross Turnover,370800.47,INR Cr
EPFO,Bank,OD,2023,Net Profit,519966.42,INR Lakh Cr
EPFO,CPSE,TN,2023,Dividend,349163.07,INR Lakh Cr
EPFO,Bank,KA,2023,Credit Deployed,382501.47,INR Lakh Cr
EPFO,Institution,WB,2023,GNPA Ratio,61885.17,%
EPFO,Bank,HR,2023,Recovery Rate,457485.44,INR Cr
EPFO,CPSE,PB,2024,Gross Turnover,737883.13,INR Cr
EPFO,Institution,BR,2024,Net Profit,416125.42,INR Lakh Cr
EPFO,Institution,TN,2024,Dividend,9073.92,INR Cr
EPFO,Institution,PB,2024,Credit Deployed,593842.16,%
EPFO,Bank,PB,2024,GNPA Ratio,384220.52,%
EPFO,Institution,RJ,2024,Recovery Rate,470688.13,%
EPFO,Institution,AP,2025,Gross Turnover,728133.0,INR Cr
EPFO,Institution,KA,2025,Net Profit,455737.7,%
EPFO,Institution,OD,2025,Dividend,451950.79,INR Lakh Cr
EPFO,CPSE,PB,2025,Credit Deployed,317195.93,INR Cr
EPFO,Bank,TG,2025,GNPA Ratio,196121.84,INR Cr
EPFO,Bank,RJ,2025,Recovery Rate,132130.0,INR Lakh Cr
