state_code,year,indicator,value,gender,area_type
BR,2015,Employment Rate,35.79,Female,Total
BR,2015,WPR,48.47,Total,Rural
BR,2015,Female LFPR,37.45,Total,Urban
BR,2015,IMR,44.91,Total,Rural
BR,2015,Education Enrolment,79.99,Female,Urban
BR,2015,Learning Outcomes,50.3,Male,Rural
BR,2016,Employment Rate,43.36,Female,Total
BR,2016,WPR,89.39,Total,Urban
BR,2016,Female LFPR,64.11,Total,Total
BR,2016,IMR,15.1,Total,Rural
BR,2016,Education Enrolment,30.69,Male,Urban
BR,2016,Learning Outcomes,42.65,Total,Rural
BR,2017,Employment Rate,27.4,Male,Urban
BR,2017,WPR,69.93,Total,Urban
BR,2017,Female LFPR,36.18,Male,Total
BR,2017,IMR,70.23,Female,Rural
BR,2017,Education Enrolment,66.95,Female,Rural
BR,2017,Learning Outcomes,49.46,Male,Urban
BR,2018,Employment Rate,40.43,Male,Total
BR,2018,WPR,86.47,Male,Urban
BR,2018,Female LFPR,39.02,Male,Total
BR,2018,IMR,40.1,Female,Total
BR,2018,Education Enrolment,63.24,Male,Total
BR,2018,Learning Outcomes,39.39,Total,Rural
BR,2019,Employment Rate,46.75,Total,Urban
BR,2019,WPR,70.84,Total,Rural
BR,2019,Female LFPR,79.67,Female,Rural
BR,2019,IMR,19.94,Total,Rural
BR,2019,Education Enrolment,25.81,Male,Total
BR,2019,Learning Outcomes,82.35,Total,Total
BR,2020,Employment Rate,28.43,Total,Urban
BR,2020,WPR,23.19,Total,Rural
BR,2020,Female LFPR,23.39,Male,Urban
BR,2020,IMR,46.65,Female,Total
BR,2020,Education Enrolment,20.97,Male,Rural
BR,2020,Learning Outcomes,78.5,Male,Total
BR,2021,Employment Rate,34.4,Total,Rural
BR,2021,WPR,47.44,Total,Rural
BR,2021,Female LFPR,66.92,Female,Urban
BR,2021,IMR,37.84,Female,Total
BR,2021,Education Enrolment,81.54,Male,Total
BR,2021,Learning Outcomes,54.5,Female,Rural
BR,2022,Employment Rate,47.01,Total,Urban
BR,2022,WPR,64.7,Female,Rural
BR,2022,Female LFPR,88.91,Total,Total
BR,2022,IMR,17.9,Female,Urban
BR,2022,Education Enrolment,73.61,Male,Urban
BR,2022,Learning Outcomes,58.33,Male,Urban
BR,2023,Employment Rate,27.92,Male,Rural
BR,2023,WPR,86.35,Total,Rural
BR,2023,Female LFPR,23.02,Total,Urban
BR,2023,IMR,54.76,Male,Urban
BR,2023,Education Enrolment,21.54,Total,Rural
BR,2023,Learning Outcomes,17.4,Male,Total
BR,2024,Employment Rate,74.66,Female,Rural
BR,2024,WPR,74.92,Male,Total
BR,2024,Female LFPR,74.32,Male,Rural
BR,2024,IMR,96.09,Male,Rural
BR,2024,Education Enrolment,43.67,Total,Urban
BR,2024,Learning Outcomes,28.75,Female,Urban
BR,2025,Employment Rate,72.55,Female,Urban
BR,2025,WPR,18.96,Male,Urban
BR,2025,Female LFPR,93.18,Female,Total
BR,2025,IMR,85.13,Male,Urban
BR,2025,Education Enrolment,56.94,Total,Rural
BR,2025,Learning Outcomes,37.1,Female,Total
MP,2005,Employment Rate,70.52,Total,Urban
MP,2005,WPR,92.34,Female,Urban
MP,2005,Female LFPR,86.57,Male,Rural
MP,2005,IMR,55.16,Total,Urban
MP,2005,Education Enrolment,65.04,Total,Rural
MP,2005,Learning Outcomes,46.54,Female,Rural
MP,2006,Employment Rate,77.52,Female,Rural
MP,2006,WPR,88.3,Male,Rural
MP,2006,Female LFPR,33.49,Total,Total
MP,2006,IMR,47.99,Male,Rural
MP,2006,Education Enrolment,58.27,Female,Total
MP,2006,Learning Outcomes,29.35,Female,Total
MP,2007,Employment Rate,50.46,Total,Rural
MP,2007,WPR,75.93,Female,Urban
MP,2007,Female LFPR,72.74,Male,Total
MP,2007,IMR,27.52,Female,Total
MP,2007,Education Enrolment,75.83,Total,Rural
MP,2007,Learning Outcomes,77.63,Female,Rural
MP,2008,Employment Rate,26.69,Female,Total
MP,2008,WPR,30.02,Total,Total
MP,2008,Female LFPR,65.62,Female,Total
MP,2008,IMR,28.91,Female,Total
MP,2008,Education Enrolment,60.69,Female,Rural
MP,2008,Learning Outcomes,24.35,Total,Urban
MP,2009,Employment Rate,76.73,Total,Rural
MP,2009,WPR,84.5,Male,Urban
MP,2009,Female LFPR,29.31,Male,Urban
MP,2009,IMR,57.11,Male,Total
MP,2009,Education Enrolment,25.03,Male,Rural
MP,2009,Learning Outcomes,40.4,Total,Total
MP,2010,Employment Rate,61.45,Total,Rural
MP,2010,WPR,94.99,Female,Total
MP,2010,Female LFPR,34.34,Male,Total
MP,2010,IMR,21.93,Total,Total
MP,2010,Education Enrolment,63.37,Male,Urban
MP,2010,Learning Outcomes,30.48,Male,Rural
MP,2011,Employment Rate,35.63,Female,Total
MP,2011,WPR,29.58,Male,Total
MP,2011,Female LFPR,17.35,Total,Urban
MP,2011,IMR,29.38,Total,Urban
MP,2011,Education Enrolment,69.5,Male,Urban
MP,2011,Learning Outcomes,45.99,Female,Urban
MP,2012,Employment Rate,32.71,Male,Urban
MP,2012,WPR,75.61,Male,Urban
MP,2012,Female LFPR,60.06,Total,Urban
MP,2012,IMR,40.67,Total,Rural
MP,2012,Education Enrolment,83.31,Male,Total
MP,2012,Learning Outcomes,65.88,Female,Rural
MP,2013,Employment Rate,43.46,Male,Rural
MP,2013,WPR,31.47,Female,Urban
MP,2013,Female LFPR,65.97,Total,Urban
MP,2013,IMR,27.04,Female,Total
MP,2013,Education Enrolment,67.11,Total,Urban
MP,2013,Learning Outcomes,60.04,Total,Urban
MP,2014,Employment Rate,18.01,Female,Total
MP,2014,WPR,52.76,Female,Rural
MP,2014,Female LFPR,96.09,Female,Urban
MP,2014,IMR,64.86,Total,Urban
MP,2014,Education Enrolment,31.14,Female,Urban
MP,2014,Learning Outcomes,37.87,Total,Total
MP,2015,Employment Rate,46.11,Female,Urban
MP,2015,WPR,50.75,Male,Urban
MP,2015,Female LFPR,76.77,Female,Rural
MP,2015,IMR,83.47,Male,Rural
MP,2015,Education Enrolment,24.03,Total,Rural
MP,2015,Learning Outcomes,77.28,Male,Rural
MP,2016,Employment Rate,23.35,Male,Urban
MP,2016,WPR,15.21,Total,Urban
MP,2016,Female LFPR,96.54,Male,Rural
MP,2016,IMR,57.55,Female,Total
MP,2016,Education Enrolment,32.72,Female,Urban
MP,2016,Learning Outcomes,97.92,Female,Rural
MP,2017,Employment Rate,27.36,Female,Total
MP,2017,WPR,23.33,Male,Total
MP,2017,Female LFPR,45.98,Total,Total
MP,2017,IMR,32.7,Female,Rural
MP,2017,Education Enrolment,94.66,Male,Rural
MP,2017,Learning Outcomes,85.88,Total,Total
MP,2018,Employment Rate,52.77,Total,Total
MP,2018,WPR,52.33,Male,Urban
MP,2018,Female LFPR,93.28,Male,Total
MP,2018,IMR,21.96,Female,Urban
MP,2018,Education Enrolment,81.6,Total,Urban
MP,2018,Learning Outcomes,58.78,Total,Rural
MP,2019,Employment Rate,32.25,Total,Total
MP,2019,WPR,66.83,Total,Urban
MP,2019,Female LFPR,33.05,Female,Urban
MP,2019,IMR,94.67,Male,Rural
MP,2019,Education Enrolment,48.26,Male,Urban
MP,2019,Learning Outcomes,29.83,Total,Total
MP,2020,Employment Rate,70.21,Female,Total
MP,2020,WPR,88.2,Male,Urban
MP,2020,Female LFPR,21.25,Total,Total
MP,2020,IMR,60.95,Male,Total
MP,2020,Education Enrolment,40.13,Female,Rural
MP,2020,Learning Outcomes,60.9,Male,Rural
MP,2021,Employment Rate,20.97,Total,Rural
MP,2021,WPR,21.66,Female,Rural
MP,2021,Female LFPR,80.04,Total,Urban
MP,2021,IMR,57.96,Total,Rural
MP,2021,Education Enrolment,55.42,Total,Rural
MP,2021,Learning Outcomes,50.32,Male,Total
MP,2022,Employment Rate,88.65,Female,Urban
MP,2022,WPR,88.56,Total,Rural
MP,2022,Female LFPR,18.23,Male,Total
MP,2022,IMR,64.49,Female,Urban
MP,2022,Education Enrolment,63.3,Female,Urban
MP,2022,Learning Outcomes,62.66,Male,Rural
MP,2023,Employment Rate,48.39,Male,Rural
MP,2023,WPR,35.25,Total,Total
MP,2023,Female LFPR,65.89,Female,Rural
MP,2023,IMR,57.04,Total,Urban
MP,2023,Education Enrolment,32.72,Female,Urban
MP,2023,Learning Outcomes,92.98,Total,Rural
MP,2024,Employment Rate,51.56,Total,Total
MP,2024,WPR,41.97,Male,Urban
MP,2024,Female LFPR,88.16,Total,Total
MP,2024,IMR,60.93,Total,Rural
MP,2024,Education Enrolment,45.44,Male,Rural
MP,2024,Learning Outcomes,20.39,Male,Rural
MP,2025,Employment Rate,38.46,Total,Urban
MP,2025,WPR,71.58,Total,Urban
MP,2025,Female LFPR,83.85,Female,Urban
MP,2025,IMR,88.41,Total,Urban
MP,2025,Education Enrolment,51.88,Female,Urban
MP,2025,Learning Outcomes,40.89,Male,Total
WB,2005,Employment Rate,25.01,Total,Urban
WB,2005,WPR,89.13,Female,Urban
WB,2005,Female LFPR,52.55,Male,Urban
WB,2005,IMR,31.56,Female,Rural
WB,2005,Education Enrolment,34.68,Female,Total
WB,2005,Learning Outcomes,75.64,Male,Total
WB,2006,Employment Rate,34.72,Male,Urban
WB,2006,WPR,91.88,Female,Urban
WB,2006,Female LFPR,96.53,Female,Rural
WB,2006,IMR,20.18,Male,Total
WB,2006,Education Enrolment,39.34,Total,Rural
WB,2006,Learning Outcomes,29.25,Total,Rural
WB,2007,Employment Rate,51.83,Female,Urban
WB,2007,WPR,21.36,Total,Rural
WB,2007,Female LFPR,15.51,Total,Total
WB,2007,IMR,90.42,Total,Rural
WB,2007,Education Enrolment,21.22,Total,Urban
WB,2007,Learning Outcomes,46.83,Female,Total
WB,2008,Employment Rate,72.51,Male,Rural
WB,2008,WPR,18.59,Total,Rural
WB,2008,Female LFPR,80.54,Female,Rural
WB,2008,IMR,34.64,Female,Total
WB,2008,Education Enrolment,95.15,Female,Urban
WB,2008,Learning Outcomes,61.94,Male,Total
WB,2009,Employment Rate,76.37,Male,Urban
WB,2009,WPR,41.68,Female,Total
WB,2009,Female LFPR,94.7,Female,Total
WB,2009,IMR,35.46,Male,Rural
WB,2009,Education Enrolment,82.37,Female,Total
WB,2009,Learning Outcomes,61.48,Female,Total
WB,2010,Employment Rate,15.29,Female,Rural
WB,2010,WPR,30.44,Male,Total
WB,2010,Female LFPR,40.31,Male,Rural
WB,2010,IMR,39.85,Male,Total
WB,2010,Education Enrolment,36.61,Total,Urban
WB,2010,Learning Outcomes,51.86,Total,Urban
WB,2011,Employment Rate,60.42,Total,Urban
WB,2011,WPR,94.15,Male,Total
WB,2011,Female LFPR,29.51,Male,Rural
WB,2011,IMR,27.47,Female,Urban
WB,2011,Education Enrolment,91.99,Total,Total
WB,2011,Learning Outcomes,42.33,Female,Rural
WB,2012,Employment Rate,45.81,Total,Total
WB,2012,WPR,35.43,Male,Urban
WB,2012,Female LFPR,49.68,Female,Total
WB,2012,IMR,27.78,Male,Rural
WB,2012,Education Enrolment,34.35,Total,Total
WB,2012,Learning Outcomes,22.27,Total,Urban
WB,2013,Employment Rate,37.31,Male,Urban
WB,2013,WPR,30.03,Female,Urban
WB,2013,Female LFPR,66.91,Female,Rural
WB,2013,IMR,69.25,Female,Total
WB,2013,Education Enrolment,37.65,Total,Rural
WB,2013,Learning Outcomes,55.17,Total,Rural
WB,2014,Employment Rate,33.86,Total,Rural
WB,2014,WPR,43.46,Male,Rural
WB,2014,Female LFPR,64.51,Total,Rural
WB,2014,IMR,44.56,Male,Total
WB,2014,Education Enrolment,23.82,Male,Urban
WB,2014,Learning Outcomes,97.8,Male,Urban
WB,2015,Employment Rate,19.53,Male,Total
WB,2015,WPR,44.23,Female,Rural
WB,2015,Female LFPR,83.41,Male,Total
WB,2015,IMR,46.12,Male,Rural
WB,2015,Education Enrolment,84.35,Female,Total
WB,2015,Learning Outcomes,81.58,Male,Urban
WB,2016,Employment Rate,17.66,Female,Urban
WB,2016,WPR,43.59,Female,Urban
WB,2016,Female LFPR,63.29,Male,Urban
WB,2016,IMR,31.3,Female,Total
WB,2016,Education Enrolment,32.1,Total,Total
WB,2016,Learning Outcomes,18.6,Female,Total
WB,2017,Employment Rate,60.8,Male,Rural
WB,2017,WPR,16.85,Female,Total
WB,2017,Female LFPR,61.88,Total,Total
WB,2017,IMR,85.36,Female,Rural
WB,2017,Education Enrolment,17.26,Male,Total
WB,2017,Learning Outcomes,73.95,Female,Total
WB,2018,Employment Rate,15.36,Total,Urban
WB,2018,WPR,53.29,Male,Urban
WB,2018,Female LFPR,43.29,Female,Total
WB,2018,IMR,24.32,Female,Rural
WB,2018,Education Enrolment,93.38,Male,Total
WB,2018,Learning Outcomes,70.84,Total,Total
WB,2019,Employment Rate,18.75,Male,Urban
WB,2019,WPR,44.1,Female,Rural
WB,2019,Female LFPR,20.17,Female,Rural
WB,2019,IMR,25.33,Total,Urban
WB,2019,Education Enrolment,59.62,Total,Total
WB,2019,Learning Outcomes,23.22,Male,Urban
WB,2020,Employment Rate,59.57,Female,Total
WB,2020,WPR,19.86,Female,Urban
WB,2020,Female LFPR,61.63,Total,Total
WB,2020,IMR,84.17,Male,Urban
WB,2020,Education Enrolment,33.21,Female,Urban
WB,2020,Learning Outcomes,67.02,Total,Urban
WB,2021,Employment Rate,94.77,Female,Rural
WB,2021,WPR,44.16,Male,Urban
WB,2021,Female LFPR,87.04,Male,Urban
WB,2021,IMR,42.89,Female,Rural
WB,2021,Education Enrolment,49.99,Female,Rural
WB,2021,Learning Outcomes,94.59,Total,Total
WB,2022,Employment Rate,45.2,Total,Urban
WB,2022,WPR,61.37,Male,Total
WB,2022,Female LFPR,57.18,Total,Total
WB,2022,IMR,30.43,Total,Urban
WB,2022,Education Enrolment,57.26,Female,Total
WB,2022,Learning Outcomes,83.47,Female,Total
WB,2023,Employment Rate,91.07,Female,Rural
WB,2023,WPR,68.96,Female,Urban
WB,2023,Female LFPR,22.1,Total,Urban
WB,2023,IMR,85.09,Female,Rural
WB,2023,Education Enrolment,55.37,Total,Urban
WB,2023,Learning Outcomes,70.2,Female,Total
WB,2024,Employment Rate,44.91,Male,Rural
WB,2024,WPR,80.07,Female,Urban
WB,2024,Female LFPR,51.42,Total,Urban
WB,2024,IMR,49.18,Total,Rural
WB,2024,Education Enrolment,24.08,Total,Rural
WB,2024,Learning Outcomes,65.06,Female,Rural
WB,2025,Employment Rate,75.3,Total,Rural
WB,2025,WPR,50.94,Male,Urban
WB,2025,Female LFPR,72.57,Female,Total
WB,2025,IMR,92.85,Male,Total
WB,2025,Education Enrolment,15.83,Female,Urban
WB,2025,Learning Outcomes,48.09,Male,Total
OD,2005,Employment Rate,51.21,Male,Urban
OD,2005,WPR,37.63,Total,Total
OD,2005,Female LFPR,43.11,Total,Rural
OD,2005,IMR,32.55,Total,Total
OD,2005,Education Enrolment,43.79,Total,Urban
OD,2005,Learning Outcomes,76.98,Total,Total
OD,2006,Employment Rate,70.46,Male,Total
OD,2006,WPR,35.62,Total,Total
OD,2006,Female LFPR,30.5,Female,Rural
OD,2006,IMR,86.57,Female,Urban
OD,2006,Education Enrolment,26.42,Total,Rural
OD,2006,Learning Outcomes,85.57,Total,Rural
OD,2007,Employment Rate,64.9,Male,Rural
OD,2007,WPR,85.88,Total,Urban
OD,2007,Female LFPR,20.37,Female,Urban
OD,2007,IMR,80.58,Male,Rural
OD,2007,Education Enrolment,74.73,Male,Total
OD,2007,Learning Outcomes,39.2,Female,Rural
OD,2008,Employment Rate,59.2,Total,Total
OD,2008,WPR,15.11,Female,Urban
OD,2008,Female LFPR,33.25,Male,Total
OD,2008,IMR,75.36,Female,Urban
OD,2008,Education Enrolment,62.32,Male,Rural
OD,2008,Learning Outcomes,59.52,Male,Total
OD,2009,Employment Rate,36.78,Female,Rural
OD,2009,WPR,53.53,Female,Urban
OD,2009,Female LFPR,40.38,Male,Urban
OD,2009,IMR,67.82,Female,Rural
OD,2009,Education Enrolment,23.57,Female,Urban
OD,2009,Learning Outcomes,54.81,Male,Rural
OD,2010,Employment Rate,62.01,Male,Rural
OD,2010,WPR,43.14,Male,Rural
OD,2010,Female LFPR,52.13,Female,Total
OD,2010,IMR,62.43,Total,Urban
OD,2010,Education Enrolment,69.08,Female,Total
OD,2010,Learning Outcomes,71.4,Total,Rural
OD,2011,Employment Rate,86.63,Male,Urban
OD,2011,WPR,76.74,Male,Urban
OD,2011,Female LFPR,47.6,Male,Rural
OD,2011,IMR,84.13,Female,Urban
OD,2011,Education Enrolment,82.22,Female,Total
OD,2011,Learning Outcomes,61.06,Female,Urban
OD,2012,Employment Rate,50.75,Female,Rural
OD,2012,WPR,89.8,Male,Total
OD,2012,Female LFPR,87.03,Male,Total
OD,2012,IMR,25.92,Female,Urban
OD,2012,Education Enrolment,97.78,Total,Rural
OD,2012,Learning Outcomes,36.37,Male,Urban
OD,2013,Employment Rate,44.56,Female,Urban
OD,2013,WPR,69.12,Female,Rural
OD,2013,Female LFPR,82.43,Male,Total
OD,2013,IMR,85.78,Female,Total
OD,2013,Education Enrolment,61.14,Male,Rural
OD,2013,Learning Outcomes,62.07,Male,Total
OD,2014,Employment Rate,95.5,Male,Total
OD,2014,WPR,78.42,Female,Rural
OD,2014,Female LFPR,69.64,Female,Rural
OD,2014,IMR,56.01,Male,Total
OD,2014,Education Enrolment,87.41,Female,Total
OD,2014,Learning Outcomes,69.43,Female,Rural
OD,2015,Employment Rate,45.38,Total,Rural
OD,2015,WPR,60.96,Male,Total
OD,2015,Female LFPR,60.73,Male,Rural
OD,2015,IMR,45.78,Male,Rural
OD,2015,Education Enrolment,49.09,Total,Total
OD,2015,Learning Outcomes,65.61,Total,Urban
OD,2016,Employment Rate,37.12,Male,Rural
OD,2016,WPR,68.87,Total,Rural
OD,2016,Female LFPR,30.28,Male,Urban
OD,2016,IMR,67.89,Male,Urban
OD,2016,Education Enrolment,26.69,Female,Urban
OD,2016,Learning Outcomes,53.13,Male,Total
OD,2017,Employment Rate,94.66,Female,Urban
OD,2017,WPR,77.64,Total,Urban
OD,2017,Female LFPR,33.27,Female,Total
OD,2017,IMR,72.27,Total,Rural
OD,2017,Education Enrolment,81.14,Male,Rural
OD,2017,Learning Outcomes,32.01,Female,Urban
OD,2018,Employment Rate,61.5,Male,Total
OD,2018,WPR,39.15,Male,Urban
OD,2018,Female LFPR,47.48,Male,Urban
OD,2018,IMR,42.81,Female,Rural
OD,2018,Education Enrolment,86.0,Male,Urban
OD,2018,Learning Outcomes,46.39,Female,Urban
OD,2019,Employment Rate,90.77,Female,Rural
OD,2019,WPR,33.85,Total,Urban
OD,2019,Female LFPR,82.88,Total,Rural
OD,2019,IMR,81.38,Total,Total
OD,2019,Education Enrolment,55.99,Male,Total
OD,2019,Learning Outcomes,20.44,Female,Total
OD,2020,Employment Rate,60.11,Male,Total
OD,2020,WPR,17.28,Female,Total
OD,2020,Female LFPR,75.91,Male,Total
OD,2020,IMR,43.8,Female,Rural
OD,2020,Education Enrolment,51.99,Male,Rural
OD,2020,Learning Outcomes,51.73,Female,Total
OD,2021,Employment Rate,64.46,Male,Total
OD,2021,WPR,47.12,Male,Urban
OD,2021,Female LFPR,30.8,Female,Rural
OD,2021,IMR,30.94,Female,Total
OD,2021,Education Enrolment,15.67,Female,Rural
OD,2021,Learning Outcomes,22.78,Male,Rural
OD,2022,Employment Rate,59.09,Female,Total
OD,2022,WPR,34.7,Total,Urban
OD,2022,Female LFPR,86.06,Male,Rural
OD,2022,IMR,37.04,Male,Total
OD,2022,Education Enrolment,74.12,Male,Urban
OD,2022,Learning Outcomes,92.0,Female,Urban
OD,2023,Employment Rate,91.97,Total,Rural
OD,2023,WPR,35.35,Male,Total
OD,2023,Female LFPR,19.65,Female,Rural
OD,2023,IMR,92.19,Female,Rural
OD,2023,Education Enrolment,81.1,Female,Total
OD,2023,Learning Outcomes,64.19,Female,Total
OD,2024,Employment Rate,31.13,Male,Total
OD,2024,WPR,18.85,Total,Total
OD,2024,Female LFPR,53.76,Total,Urban
OD,2024,IMR,36.36,Total,Total
OD,2024,Education Enrolment,97.79,Female,Urban
OD,2024,Learning Outcomes,61.34,Total,Rural
OD,2025,Employment Rate,87.57,Total,Rural
OD,2025,WPR,90.97,Male,Total
OD,2025,Female LFPR,40.13,Total,Rural
OD,2025,IMR,35.9,Female,Total
OD,2025,Education Enrolment,81.4,Female,Total
OD,2025,Learning Outcomes,40.25,Male,Rural
PB,2005,Employment Rate,87.53,Female,Total
PB,2005,WPR,88.8,Female,Rural
PB,2005,Female LFPR,71.32,Male,Total
PB,2005,IMR,93.07,Female,Total
PB,2005,Education Enrolment,43.89,Male,Urban
PB,2005,Learning Outcomes,73.44,Male,Total
PB,2006,Employment Rate,89.44,Total,Total
PB,2006,WPR,26.76,Male,Total
PB,2006,Female LFPR,22.54,Female,Urban
PB,2006,IMR,44.58,Female,Urban
PB,2006,Education Enrolment,61.16,Total,Total
PB,2006,Learning Outcomes,50.61,Female,Total
PB,2007,Employment Rate,52.84,Female,Total
PB,2007,WPR,47.86,Total,Total
PB,2007,Female LFPR,92.48,Total,Total
PB,2007,IMR,69.41,Total,Total
PB,2007,Education Enrolment,97.6,Female,Urban
PB,2007,Learning Outcomes,26.06,Female,Rural
PB,2008,Employment Rate,95.66,Female,Urban
PB,2008,WPR,48.64,Male,Urban
PB,2008,Female LFPR,28.25,Total,Total
PB,2008,IMR,90.44,Total,Rural
PB,2008,Education Enrolment,95.72,Total,Total
PB,2008,Learning Outcomes,27.96,Female,Rural
PB,2009,Employment Rate,61.07,Male,Total
PB,2009,WPR,19.77,Male,Rural
PB,2009,Female LFPR,62.32,Male,Rural
PB,2009,IMR,55.8,Total,Urban
PB,2009,Education Enrolment,27.28,Total,Urban
PB,2009,Learning Outcomes,71.75,Female,Total
PB,2010,Employment Rate,50.11,Male,Total
PB,2010,WPR,42.06,Male,Urban
PB,2010,Female LFPR,76.98,Male,Urban
PB,2010,IMR,16.48,Female,Total
PB,2010,Education Enrolment,55.09,Total,Rural
PB,2010,Learning Outcomes,85.14,Female,Rural
PB,2011,Employment Rate,52.68,Female,Rural
PB,2011,WPR,65.57,Total,Rural
PB,2011,Female LFPR,61.46,Female,Urban
PB,2011,IMR,92.69,Total,Urban
PB,2011,Education Enrolment,77.4,Female,Total
PB,2011,Learning Outcomes,65.87,Male,Total
PB,2012,Employment Rate,57.56,Total,Rural
PB,2012,WPR,68.54,Total,Rural
PB,2012,Female LFPR,30.38,Female,Rural
PB,2012,IMR,43.02,Total,Rural
PB,2012,Education Enrolment,71.0,Male,Rural
PB,2012,Learning Outcomes,38.59,Male,Urban
PB,2013,Employment Rate,75.04,Female,Total
PB,2013,WPR,20.85,Total,Total
PB,2013,Female LFPR,35.72,Male,Rural
PB,2013,IMR,32.48,Female,Total
PB,2013,Education Enrolment,59.7,Female,Total
PB,2013,Learning Outcomes,21.0,Male,Urban
PB,2014,Employment Rate,28.62,Total,Urban
PB,2014,WPR,22.47,Male,Rural
PB,2014,Female LFPR,95.7,Female,Rural
PB,2014,IMR,45.98,Male,Rural
PB,2014,Education Enrolment,52.61,Female,Rural
PB,2014,Learning Outcomes,93.12,Female,Total
PB,2015,Employment Rate,59.34,Male,Urban
PB,2015,WPR,38.65,Female,Urban
PB,2015,Female LFPR,53.73,Female,Total
PB,2015,IMR,55.71,Male,Rural
PB,2015,Education Enrolment,97.56,Female,Rural
PB,2015,Learning Outcomes,54.23,Total,Rural
PB,2016,Employment Rate,82.16,Male,Total
PB,2016,WPR,47.3,Total,Total
PB,2016,Female LFPR,74.09,Male,Total
PB,2016,IMR,56.45,Total,Total
PB,2016,Education Enrolment,37.08,Total,Total
PB,2016,Learning Outcomes,96.28,Total,Rural
PB,2017,Employment Rate,49.28,Female,Total
PB,2017,WPR,80.18,Male,Urban
PB,2017,Female LFPR,30.71,Female,Total
PB,2017,IMR,80.33,Female,Total
PB,2017,Education Enrolment,22.03,Female,Urban
PB,2017,Learning Outcomes,77.09,Male,Rural
PB,2018,Employment Rate,29.05,Male,Rural
PB,2018,WPR,49.58,Male,Rural
PB,2018,Female LFPR,30.62,Female,Urban
PB,2018,IMR,43.24,Male,Rural
PB,2018,Education Enrolment,94.39,Total,Urban
PB,2018,Learning Outcomes,75.09,Male,Rural
PB,2019,Employment Rate,90.49,Total,Total
PB,2019,WPR,28.58,Female,Total
PB,2019,Female LFPR,37.6,Male,Total
PB,2019,IMR,69.52,Male,Total
PB,2019,Education Enrolment,22.88,Female,Rural
PB,2019,Learning Outcomes,97.4,Male,Total
PB,2020,Employment Rate,21.54,Female,Total
PB,2020,WPR,78.37,Total,Rural
PB,2020,Female LFPR,27.11,Female,Rural
PB,2020,IMR,21.34,Total,Rural
PB,2020,Education Enrolment,53.56,Male,Urban
PB,2020,Learning Outcomes,54.98,Male,Rural
PB,2021,Employment Rate,96.15,Female,Rural
PB,2021,WPR,86.45,Female,Urban
PB,2021,Female LFPR,73.76,Male,Urban
PB,2021,IMR,59.09,Female,Rural
PB,2021,Education Enrolment,36.31,Male,Total
PB,2021,Learning Outcomes,36.84,Male,Urban
PB,2022,Employment Rate,23.91,Total,Urban
PB,2022,WPR,72.86,Total,Rural
PB,2022,Female LFPR,16.14,Female,Rural
PB,2022,IMR,38.33,Total,Urban
PB,2022,Education Enrolment,83.0,Male,Urban
PB,2022,Learning Outcomes,92.15,Male,Total
PB,2023,Employment Rate,19.31,Total,Urban
PB,2023,WPR,67.2,Female,Total
PB,2023,Female LFPR,87.75,Male,Rural
PB,2023,IMR,36.79,Female,Rural
PB,2023,Education Enrolment,96.15,Female,Total
PB,2023,Learning Outcomes,85.6,Female,Total
PB,2024,Employment Rate,54.3,Female,Urban
PB,2024,WPR,25.56,Female,Urban
PB,2024,Female LFPR,37.53,Total,Rural
PB,2024,IMR,25.23,Total,Rural
PB,2024,Education Enrolment,40.94,Female,Urban
PB,2024,Learning Outcomes,63.89,Female,Rural
PB,2025,Employment Rate,36.5,Female,Total
PB,2025,WPR,69.17,Total,Rural
PB,2025,Female LFPR,47.2,Male,Urban
PB,2025,IMR,64.72,Female,Total
PB,2025,Education Enrolment,21.15,Female,Total
PB,2025,Learning Outcomes,15.61,Total,Urban
HR,2005,Employment Rate,57.91,Male,Urban
HR,2005,WPR,70.76,Male,Rural
HR,2005,Female LFPR,24.6,Total,Urban
HR,2005,IMR,77.61,Male,Total
HR,2005,Education Enrolment,25.64,Total,Total
HR,2005,Learning Outcomes,38.16,Total,Total
HR,2006,Employment Rate,75.36,Male,Rural
HR,2006,WPR,25.38,Total,Urban
HR,2006,Female LFPR,91.52,Male,Total
HR,2006,IMR,31.66,Male,Urban
HR,2006,Education Enrolment,64.87,Male,Urban
HR,2006,Learning Outcomes,32.48,Total,Rural
HR,2007,Employment Rate,58.52,Total,Total
HR,2007,WPR,40.7,Total,Urban
HR,2007,Female LFPR,40.38,Total,Total
HR,2007,IMR,42.5,Male,Urban
HR,2007,Education Enrolment,16.18,Total,Total
HR,2007,Learning Outcomes,41.76,Total,Urban
HR,2008,Employment Rate,68.38,Female,Total
HR,2008,WPR,48.38,Male,Urban
HR,2008,Female LFPR,90.3,Total,Rural
HR,2008,IMR,49.28,Total,Rural
HR,2008,Education Enrolment,69.33,Total,Urban
HR,2008,Learning Outcomes,74.05,Male,Rural
HR,2009,Employment Rate,18.2,Female,Rural
HR,2009,WPR,78.45,Male,Rural
HR,2009,Female LFPR,39.25,Female,Urban
HR,2009,IMR,19.0,Total,Rural
HR,2009,Education Enrolment,94.94,Total,Urban
HR,2009,Learning Outcomes,36.16,Total,Rural
HR,2010,Employment Rate,66.34,Male,Urban
HR,2010,WPR,57.81,Total,Rural
HR,2010,Female LFPR,57.86,Total,Rural
